Text,thisN,thisTrialN,thisRepN,BJW_slider.response,BJW_slider.rt,BJW_slider.history,w1,w2,corr_answ,op1,op2,xPos1,yPos1,xPos2,yPos2,or1,or2,time,resp_tren.keys,resp_tren.corr,resp_tren.rt,resp_tren.duration,resp.keys,resp.corr,resp.rt,resp.duration,q_sl,sl_h.response,sl_h.rt,sl_h.history,BJW_trials.thisRepN,BJW_trials.thisTrialN,BJW_trials.thisN,BJW_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,loop_L.thisRepN,loop_L.thisTrialN,loop_L.thisN,loop_L.thisIndex,l_slid.thisRepN,l_slid.thisTrialN,l_slid.thisN,l_slid.thisIndex,thisRow.t,notes,Main_instr.started,main_instr_text.started,main_instr_key.started,Main_instr.stopped,main_instr_key.keys,main_instr_key.rt,main_instr_key.duration,instr_BJW.started,BJW_inst_text.started,BJW_key_resp.started,instr_BJW.stopped,BJW_key_resp.keys,BJW_key_resp.rt,BJW_key_resp.duration,BJW.started,BJW_text.started,BJW.stopped,BJW_trials.BJW_slider.response,BJW_trials.BJW_slider.rt,BJW_trials.BJW_slider.history,instr.started,instr.stopped,resp_instr.keys,resp_instr.rt,resp_instr.duration,instr_2.started,text_3.started,key_resp.started,instr_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,tren.started,pol_1.started,pol_2.started,text_tren.started,tren.stopped,trials.resp_tren.keys,trials.resp_tren.corr,trials.resp_tren.rt,trials.resp_tren.duration,fb_tren.started,text_fb_tren.started,fb_tren.stopped,text_fb_tren.stopped,instr3.started,instr3.stopped,reesp_instr.keys,reesp_instr.rt,reesp_instr.duration,task_L.started,resp.started,task_L.stopped,loop_L.resp.keys,loop_L.resp.corr,loop_L.resp.rt,loop_L.resp.duration,fb_task.started,fb_task.stopped,corr_sum,mean_rt,sd_rt,resp.stopped,slider.started,sl_h.started,text_sl.started,slider.stopped,l_slid.sl_h.response,l_slid.sl_h.rt,l_slid.sl_h.history,fin_sum.started,text_5.started,key_resp_2.started,text_5.stopped,key_resp_2.stopped,fin_sum.stopped,key_resp_2.keys,Get_points.started,key_resp_3.started,name,gender,ag,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,5,5,0,,,,0.19,0.2,right,0.52,0.2,-0.2,0.2,0.2,-0.2,36,10,1.5,,,,,right,1,1.1836541250231676,None,,,,,,,,,,,,,0,5,5,34,,,,,24.75196112500271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.729116583999712,24.75196112500271,25.93846987496363,right,1,1.1836541250231676,None,25.94022299995413,26.2356330420007,2,1.2544657776791912,0.3381954372880833,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,6,6,0,,,,0.2,0.21,left,0.15,0.6,-0.3,0.21,0.3,0.18,6,47,1.5,,,,,None,0,,,,,,,,,,,,,,,0,6,6,33,,,,,26.245166374952532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.236795208998956,26.245166374952532,27.729213124956004,None,0,,,27.732528208987787,28.027753833972383,2,1.2544657776791912,0.3381954372880833,27.739096624951344,,,,,,,,,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,7,7,0,,,,0.17,0.18,right,0.5,0.2,-0.2,-0.22,0.2,0.18,7,45,0.5,,,,,right,1,0.3842735419748351,None,,,,,,,,,,,,,0,7,7,2,,,,,28.051954291993752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.028628166997805,28.051954291993752,28.442364166956395,right,1,0.3842735419748351,None,28.444280833995435,28.74383895896608,3,1.0369177187531022,0.4772458372572628,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,8,8,0,,,,0.14,0.13,left,0.15,0.5,-0.3,0.21,0.3,0.18,45,5,0.7,,,,,None,0,,,,,,,,,,,,,,,0,8,8,8,,,,,28.75375112495385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.744668792001903,28.75375112495385,29.43727187498007,None,0,,,29.43974179198267,29.73591862496687,3,1.0369177187531022,0.4772458372572628,29.452122666989453,,,,,,,,,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,9,9,0,,,,0.21,0.22,right,0.54,0.22,-0.2,0.21,0.2,0.18,37,7,1.5,,,,,None,0,,,,,,,,,,,,,,,0,9,9,22,,,,,29.74399787496077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.736341334006283,29.74399787496077,31.227646916988306,None,0,,,31.227758249966428,31.519230042002164,3,1.0369177187531022,0.4772458372572628,31.2359058749862,,,,,,,,,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,10,10,0,,,,0.24,0.23,left,0.7,0.16,-0.18,0.2,0.18,-0.2,6,47,1.5,,,,,right,0,0.006900624954141676,None,,,,,,,,,,,,,0,10,10,35,,,,,31.528831999981776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.520372624974698,31.528831999981776,31.5381874589948,right,0,0.006900624954141676,None,31.539782334002666,31.83642474998487,3,0.8309142999933101,0.5932625940562894,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,11,11,0,,,,0.16,0.17,right,0.49,0.78,-0.2,0.15,0.2,-0.18,30,5,0.7,,,,,None,0,,,,,,,,,,,,,,,0,11,11,7,,,,,31.84606587496819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.837572666991036,31.84606587496819,32.535525124985725,None,0,,,32.5384752919781,32.82805745897349,3,0.8309142999933101,0.5932625940562894,32.544201666954905,,,,,,,,,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,12,12,0,,,,0.25,0.26,right,0.54,0.22,-0.3,0.2,0.3,-0.2,37,7,1.5,,,,,right,1,1.356935958028771,None,,,,,,,,,,,,,0,12,12,26,,,,,32.840169041999616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.82950766698923,32.840169041999616,34.20603562495671,right,1,1.356935958028771,None,34.208032624970656,34.5026685000048,4,0.9185845763325536,0.575960769516751,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,13,13,0,,,,0.26,0.27,right,0.15,0.5,-0.3,-0.2,0.3,0.2,5,45,1.0,,,,,right,1,0.2522121249930933,None,,,,,,,,,,,,,0,13,13,10,,,,,34.51194741699146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.503838791977614,34.51194741699146,34.78769770899089,right,1,0.2522121249930933,None,34.78785249998327,35.08708475000458,5,0.8233885118554879,0.5819917840847041,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,14,14,0,,,,0.27,0.26,left,0.52,0.2,-0.18,0.15,0.18,-0.18,20,4,1.5,,,,,right,0,0.28363633301341906,None,,,,,,,,,,,,,0,14,14,38,,,,,35.09657429199433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.088471374998335,35.09657429199433,35.38942866696743,right,0,0.28363633301341906,None,35.39083774999017,35.68558295897674,5,0.7559194895002292,0.5729219973018626,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,15,15,0,,,,0.15,0.16,right,0.48,0.15,-0.2,0.21,0.2,0.18,9,25,0.7,,,,,right,1,0.31626074999803677,None,,,,,,,,,,,,,0,15,15,5,,,,,35.69554758397862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.686689124966506,35.69554758397862,36.01415879197884,right,1,0.31626074999803677,None,36.01613679196453,36.31027899996843,6,0.7070685184444301,0.5575481016420267,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,16,16,0,,,,0.14,0.15,right,0.47,0.75,-0.2,-0.2,0.2,0.2,35,8,1.0,,,,,right,1,0.32436675002099946,None,,,,,,,,,,,,,0,16,16,15,,,,,36.33478449995164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.310997666965704,36.33478449995164,36.66911916696699,right,1,0.32436675002099946,None,36.66926254198188,36.968738041992765,7,0.6687983416020871,0.5412535034529226,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,17,17,0,,,,0.21,0.2,left,0.16,0.7,-0.18,0.15,0.18,-0.18,5,45,1.0,,,,,right,0,0.43350608297623694,None,,,,,,,,,,,,,0,17,17,18,,,,,36.9775370839634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.96988508396316,36.9775370839634,37.42148737498792,right,0,0.43350608297623694,None,37.42374858399853,37.719876374991145,7,0.6474081362724643,0.5204790666688636,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,18,18,0,,,,0.15,0.14,left,0.8,0.16,-0.3,0.15,0.3,-0.18,30,15,1.0,,,,,right,0,0.38208599999779835,None,,,,,,,,,,,,,0,18,18,11,,,,,37.729548959003296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.72102504200302,37.729548959003296,38.11909841699526,right,0,0.38208599999779835,None,38.119182499998715,38.41084945900366,7,0.6252979582495755,0.5036874496795534,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,19,19,0,,,,0.22,0.21,left,0.17,0.8,-0.18,-0.22,0.18,0.18,45,5,1.0,,,,,right,0,0.39330529200378805,None,,,,,,,,,,,,,0,19,19,19,,,,,38.421402249950916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.41211641696282,38.421402249950916,38.819463833991904,right,0,0.39330529200378805,None,38.81952962500509,39.11023854196537,7,0.607452368538361,0.4878597776813071,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,20,20,0,,,,0.14,0.15,right,0.47,0.75,-0.2,-0.2,0.2,0.2,35,8,0.5,,,,,right,1,0.4779607920208946,None,,,,,,,,,,,,,0,20,20,4,,,,,39.119894584000576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.11098783399211,39.119894584000576,39.60391599999275,right,1,0.4779607920208946,None,39.60618183395127,39.902912416961044,8,0.5982029702156849,0.4712948322023248,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,21,21,0,,,,0.25,0.24,left,0.8,0.17,-0.18,-0.2,0.18,0.2,25,4,1.5,,,,,right,0,1.0105178329977207,None,,,,,,,,,,,,,0,21,21,36,,,,,39.91194933396764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.90420541696949,39.91194933396764,40.92894333397271,right,0,1.0105178329977207,None,40.93079650000436,41.226168958994094,8,0.6256906277344872,0.46678570674929265,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,22,22,0,,,,0.18,0.19,right,0.51,0.8,-0.2,-0.2,0.2,0.2,45,3,0.5,,,,,None,0,,,,,,,,,,,,,,,0,22,22,3,,,,,41.23570399999153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.22684208396822,41.23570399999153,41.719488041999284,None,0,,,41.721590249973815,42.01816054194933,8,0.6256906277344872,0.46678570674929265,41.728392708988395,,,,,,,,,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,23,23,0,,,,0.28,0.27,left,0.13,0.85,-0.18,-0.22,0.18,0.18,5,45,1.5,,,,,None,0,,,,,,,,,,,,,,,0,23,23,24,,,,,42.02969212498283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.019825124996714,42.02969212498283,43.51293970900588,None,0,,,43.5130641249707,43.81859512499068,8,0.6256906277344872,0.46678570674929265,43.53524745895993,,,,,,,,,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,24,24,0,,,,0.23,0.22,left,0.6,0.15,-0.18,-0.2,0.18,0.2,30,15,1.5,,,,,right,0,0.110712916997727,None,,,,,,,,,,,,,0,24,24,39,,,,,43.82833866699366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.81967991695274,43.82833866699366,43.94594912498724,right,0,0.110712916997727,None,43.9475695839501,44.241914041980635,8,0.5935045208134397,0.46883901523320703,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,25,25,0,,,,0.26,0.25,left,0.25,0.25,-0.18,0.21,0.18,0.18,3,45,1.5,,,,,right,0,0.5437033749767579,None,,,,,,,,,,,,,0,25,25,37,,,,,44.25170324998908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.24241124995751,44.25170324998908,44.80402583396062,right,0,0.5437033749767579,None,44.804133916972205,45.102316249976866,8,0.5905750416465761,0.4549915718666682,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,26,26,0,,,,0.17,0.18,left,0.3,0.18,-0.3,-0.2,0.3,0.2,5,45,1.5,,,,,None,0,,,,,,,,,,,,,,,0,26,26,30,,,,,45.11164437496336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.10351816698676,45.11164437496336,46.602021541970316,None,0,,,46.60515254200436,46.90271141700214,8,0.5905750416465761,0.4549915718666682,46.61107704200549,,,,,,,,,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,27,27,0,,,,0.15,0.16,right,0.48,0.15,-0.2,0.21,0.2,0.18,9,25,1.0,,,,,None,0,,,,,,,,,,,,,,,0,27,27,16,,,,,46.91281066695228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9038465420017,46.91281066695228,47.90229545900365,None,0,,,47.90241174999392,48.202539666963276,8,0.5905750416465761,0.4549915718666682,47.90886199998204,,,,,,,,,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,28,28,0,,,,0.12,0.13,right,0.45,0.85,-0.2,0.0,0.2,0.2,5,10,1.5,,,,,None,0,,,,,,,,,,,,,,,0,28,28,28,,,,,48.21039558399934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.203338958963286,48.21039558399934,49.69683379196795,None,0,,,49.69696591695538,49.992188667005394,8,0.5905750416465761,0.4549915718666682,49.705648999952246,,,,,,,,,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,29,29,0,,,,0.2,0.21,right,0.13,0.85,-0.2,-0.2,0.2,0.2,0,45,1.0,,,,,None,0,,,,,,,,,,,,,,,0,29,29,9,,,,,50.00266137497965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.99353654199513,50.00266137497965,50.98742233397206,None,0,,,50.987557208980434,51.286244291986804,8,0.5905750416465761,0.4549915718666682,50.99538691696944,,,,,,,,,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,30,30,0,,,,0.12,0.13,right,0.45,0.85,-0.2,0.0,0.2,0.2,5,10,1.0,,,,,None,0,,,,,,,,,,,,,,,0,30,30,12,,,,,51.297280374972615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.28728604200296,51.297280374972615,52.285392791964114,None,0,,,52.28544399997918,52.57441324996762,8,0.5905750416465761,0.4549915718666682,52.291353833978064,,,,,,,,,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,31,31,0,,,,0.19,0.2,left,0.5,0.2,-0.3,-0.2,0.3,0.2,30,15,1.5,,,,,None,0,,,,,,,,,,,,,,,0,31,31,32,,,,,52.584835541958455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.57530370895984,52.584835541958455,54.0689317919896,None,0,,,54.06905549997464,54.369026083964854,8,0.5905750416465761,0.4549915718666682,54.077016124967486,,,,,,,,,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,32,32,0,,,,0.13,0.14,right,0.46,0.25,-0.2,0.2,0.2,-0.2,10,25,1.0,,,,,None,0,,,,,,,,,,,,,,,0,32,32,13,,,,,54.377844083996024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.36986820900347,54.377844083996024,55.36184912495082,None,0,,,55.36189987498801,55.65217945899349,8,0.5905750416465761,0.4549915718666682,55.36935137497494,,,,,,,,,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,33,33,0,,,,0.24,0.25,right,0.13,0.85,-0.3,-0.2,0.3,0.2,0,45,1.5,,,,,None,0,,,,,,,,,,,,,,,0,33,33,25,,,,,55.661694874987006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.652650041971356,55.661694874987006,57.14580591698177,None,0,,,57.14590370899532,57.44284408399835,8,0.5905750416465761,0.4549915718666682,57.153413374966476,,,,,,,,,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,34,34,0,,,,0.23,0.17,right,0.52,0.2,-0.3,-0.22,0.3,0.18,36,10,1.5,,,,,right,1,1.229567791975569,None,,,,,,,,,,,,,0,34,34,29,,,,,57.45485916698817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.444177708995994,57.45485916698817,58.68789987498894,right,1,1.229567791975569,None,58.69063670898322,58.985202249954455,9,0.6260746388870757,0.46576832388846484,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,35,35,0,,,,0.17,0.16,left,0.3,0.18,-0.3,-0.2,0.3,0.2,5,45,1.5,,,,,None,0,,,,,,,,,,,,,,,0,35,35,21,,,,,58.994325166975614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.98603837500559,58.994325166975614,60.479752583953086,None,0,,,60.483238749962766,60.775910625001416,9,0.6260746388870757,0.46576832388846484,60.49002033396391,,,,,,,,,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,36,36,0,,,,0.18,0.19,left,0.4,0.19,-0.3,0.2,0.3,-0.2,45,5,1.5,,,,,right,0,1.4681474999524653,None,,,,,,,,,,,,,0,36,36,31,,,,,60.7860343339853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.777034499973524,60.7860343339853,62.26186887494987,right,0,1.4681474999524653,None,62.26396620896412,62.560527791967615,9,0.6703942631536751,0.49079359571042486,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,37,37,0,,,,0.16,0.17,right,0.49,0.78,-0.2,0.15,0.2,-0.18,30,5,1.0,,,,,right,1,0.33619958302006125,None,,,,,,,,,,,,,0,37,37,17,,,,,62.570418416988105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.56122795899864,62.570418416988105,62.91391266696155,right,1,0.33619958302006125,None,62.915902749984525,63.20888291695155,10,0.6536845291469945,0.48387965953505,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,38,38,0,,,,0.16,0.15,left,0.17,0.7,-0.3,-0.22,0.3,0.18,6,47,1.5,,,,,None,0,,,,,,,,,,,,,,,0,38,38,27,,,,,63.219370000006165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.21003341698088,63.219370000006165,64.70547454198822,None,0,,,64.70791387499776,65.01866804197198,10,0.6536845291469945,0.48387965953505,64.71881529199891,,,,,,,,,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,39,39,0,,,,0.22,0.23,right,0.15,0.5,-0.2,0.15,0.2,-0.18,45,3,1.5,,,,,right,1,1.1173653340083547,None,,,,,,,,,,,,,0,39,39,23,,,,,65.0357088749879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.02006558398716,65.0357088749879,66.15600562497275,right,1,1.1173653340083547,None,66.15770720900036,66.45325474999845,11,0.6757645674737259,0.4824319491655589,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Это было сложно?,5.888888888888889,1.7951045840163715,"[(np.float64(5.888888888888889), 1.7951045840163715)]",,,,,,,,,,,,,0,0,0,0,66.47610070899827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.46417591697536,66.47610070899827,66.47610070899827,68.26918287499575,5.888888888888889,1.7951045840163715,"[(np.float64(5.888888888888889), 1.7951045840163715)]",,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,Вы могли контролировать ситуацию?,6.011743450767841,0.4218862919951789,"[(np.float64(6.011743450767841), 0.4218862919951789)]",,,,,,,,,,,,,0,1,1,1,68.28068241698202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.27221949998057,68.28068241698202,68.28068241698202,68.70144158398034,6.011743450767841,0.4218862919951789,"[(np.float64(6.011743450767841), 0.4218862919951789)]",,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,Насколько результат зависел от Вас?,6.011743450767841,0.2437339160242118,"[(np.float64(6.011743450767841), 0.2437339160242118)]",,,,,,,,,,,,,0,2,2,2,68.71111916698283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.70447266695555,68.71111916698283,68.71111916698283,68.9542594999657,6.011743450767841,0.2437339160242118,"[(np.float64(6.011743450767841), 0.2437339160242118)]",,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,Насколько успешно получалось сравнивать квадраты?,6.011743450767841,0.14682391699170694,"[(np.float64(6.011743450767841), 0.14682391699170694)]",,,,,,,,,,,,,0,3,3,3,68.96741304197349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.95662437495776,68.96741304197349,68.96741304197349,69.10844087495934,6.011743450767841,0.14682391699170694,"[(np.float64(6.011743450767841), 0.14682391699170694)]",,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,Вы довольны результатом?,6.011743450767841,0.1425492920097895,"[(np.float64(6.011743450767841), 0.1425492920097895)]",,,,,,,,,,,,,0,4,4,4,69.11745433398755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.11023958399892,69.11745433398755,69.11745433398755,69.25825945899123,6.011743450767841,0.1425492920097895,"[(np.float64(6.011743450767841), 0.1425492920097895)]",,,,,,,,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.26101324998308,69.26677816698793,69.26677816698793,70.56098937499337,70.56098937499337,70.55307299998822,None,,,,,,2025-12-30_18h39.08.098,4_calibr_sum,,2025.1.1,121.52637069995284,2025-12-30 18h39.19.982683 +0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.55315974995028,70.56098937499337,,,,,,,,,,
