Text,thisN,thisTrialN,thisRepN,BJW_slider.response,BJW_slider.rt,BJW_slider.history,w1,w2,corr_answ,op1,op2,xPos1,yPos1,xPos2,yPos2,or1,or2,time,resp_tren.keys,resp_tren.corr,resp_tren.rt,resp_tren.duration,resp.keys,resp.corr,resp.rt,resp.duration,q_sl,sl_h.response,sl_h.rt,sl_h.history,BJW_trials.thisRepN,BJW_trials.thisTrialN,BJW_trials.thisN,BJW_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,loop_L.thisRepN,loop_L.thisTrialN,loop_L.thisN,loop_L.thisIndex,l_slid.thisRepN,l_slid.thisTrialN,l_slid.thisN,l_slid.thisIndex,thisRow.t,notes,Main_instr.started,main_instr_text.started,main_instr_key.started,Main_instr.stopped,main_instr_key.keys,main_instr_key.rt,main_instr_key.duration,instr_BJW.started,BJW_inst_text.started,BJW_key_resp.started,instr_BJW.stopped,BJW_key_resp.keys,BJW_key_resp.rt,BJW_key_resp.duration,BJW.started,BJW_text.started,BJW.stopped,BJW_trials.BJW_slider.response,BJW_trials.BJW_slider.rt,BJW_trials.BJW_slider.history,instr.started,instr.stopped,resp_instr.keys,resp_instr.rt,resp_instr.duration,instr_2.started,text_3.started,key_resp.started,instr_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,tren.started,pol_1.started,pol_2.started,text_tren.started,tren.stopped,trials.resp_tren.keys,trials.resp_tren.corr,trials.resp_tren.rt,trials.resp_tren.duration,fb_tren.started,text_fb_tren.started,text_fb_tren.stopped,fb_tren.stopped,instr3.started,instr3.stopped,reesp_instr.keys,reesp_instr.rt,reesp_instr.duration,task_L.started,resp.started,task_L.stopped,loop_L.resp.keys,loop_L.resp.corr,loop_L.resp.rt,loop_L.resp.duration,fb_task.started,fb_task.stopped,corr_sum,mean_rt,sd_rt,slider.started,sl_h.started,text_sl.started,slider.stopped,l_slid.sl_h.response,l_slid.sl_h.rt,l_slid.sl_h.history,fin_sum.started,text_5.started,key_resp_2.started,text_5.stopped,key_resp_2.stopped,fin_sum.stopped,key_resp_2.keys,Get_points.started,text_6.started,textbox.started,Get_points.stopped,textbox.text,thanks.started,text_th.started,text_th.stopped,thanks.stopped,name,gender,ag,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,18,18,0,,,,0.21,0.2,left,0.16,0.7,-0.18,0.15,0.18,-0.18,5,45,2.5,,,,,right,0,0.06755479198182002,None,,,,,,,,,,,,,0,18,18,18,,,,,20.947796416992787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.938200250035152,20.947796416992787,21.022381499991752,right,0,0.06755479198182002,None,21.0239059170126,21.32955900003435,12,0.10555532683716401,0.08912897509903257,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-02_20h58.59.113,4_calibr_sum,,2025.1.1,None,2026-02-02 20h59.12.557721 +0400,
,19,19,0,,,,0.22,0.21,left,0.17,0.8,-0.18,-0.22,0.18,0.18,45,5,1.0,,,,,right,0,0.026843334024306387,None,,,,,,,,,,,,,0,19,19,19,,,,,21.346429834025912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3313785000355,21.346429834025912,21.382047083985526,right,0,0.026843334024306387,None,21.382191959011834,21.696234750037547,12,0.10161972719652113,0.08854979072923273,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-02_20h58.59.113,4_calibr_sum,,2025.1.1,None,2026-02-02 20h59.12.557721 +0400,
,20,20,0,,,,0.16,0.15,left,0.17,0.7,-0.3,-0.22,0.3,0.18,6,47,0.6,,,,,right,0,0.07429558300646022,None,,,,,,,,,,,,,0,20,20,20,,,,,21.713464458996896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.697566125018056,21.713464458996896,21.79884858400328,right,0,0.07429558300646022,None,21.79891625000164,22.09658712503733,12,0.10031857747318489,0.08661143793839465,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-02_20h58.59.113,4_calibr_sum,,2025.1.1,None,2026-02-02 20h59.12.557721 +0400,
,21,21,0,,,,0.17,0.16,left,0.3,0.18,-0.3,-0.2,0.3,0.2,5,45,2.5,,,,,right,0,0.05600587499793619,None,,,,,,,,,,,,,0,21,21,21,,,,,22.10637370898621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.097815792018082,22.10637370898621,22.165519584028516,right,0,0.05600587499793619,None,22.16561437502969,22.463912792038172,12,0.09830436372430995,0.08512203142947418,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-02_20h58.59.113,4_calibr_sum,,2025.1.1,None,2026-02-02 20h59.12.557721 +0400,
,22,22,0,,,,0.21,0.22,right,0.54,0.22,-0.2,0.21,0.2,0.18,37,7,1.5,,,,,right,1,0.10501470899907872,None,,,,,,,,,,,,,0,22,22,22,,,,,22.472959875012748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.464658959012013,22.472959875012748,22.581615250033792,right,1,0.10501470899907872,None,22.583785541995894,22.8802660839865,13,0.0985961178666912,0.0832622353264057,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-02_20h58.59.113,4_calibr_sum,,2025.1.1,None,2026-02-02 20h59.12.557721 +0400,
,23,23,0,,,,0.22,0.23,right,0.15,0.5,-0.2,0.15,0.2,-0.18,45,3,1.0,,,,,right,1,0.010662166983820498,None,,,,,,,,,,,,,0,23,23,23,,,,,22.890419792034663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.881548875011504,22.890419792034663,22.91399316699244,right,1,0.010662166983820498,None,22.914088000019547,23.21221875003539,14,0.09493220324657159,0.08338165099790415,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-02_20h58.59.113,4_calibr_sum,,2025.1.1,None,2026-02-02 20h59.12.557721 +0400,
,24,24,0,,,,0.28,0.27,left,0.13,0.85,-0.18,-0.22,0.18,0.18,5,45,1.0,,,,,right,0,0.09099879203131422,None,,,,,,,,,,,,,0,24,24,24,,,,,23.221350292034913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.212701000040397,23.221350292034913,23.33207325002877,right,0,0.09099879203131422,None,23.334650709002744,23.629675875010435,14,0.0947748667979613,0.08170063554467806,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-02_20h58.59.113,4_calibr_sum,,2025.1.1,None,2026-02-02 20h59.12.557721 +0400,
,25,25,0,,,,0.24,0.25,right,0.13,0.85,-0.3,-0.2,0.3,0.2,0,45,1.5,,,,,right,1,0.2527096249978058,None,,,,,,,,,,,,,0,25,25,25,,,,,23.637973250006326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.630294375005178,23.637973250006326,23.898160250042565,right,1,0.2527096249978058,None,23.900199124997016,24.197623917018063,15,0.1008492805748784,0.0856780361825794,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-02_20h58.59.113,4_calibr_sum,,2025.1.1,None,2026-02-02 20h59.12.557721 +0400,
,26,26,0,,,,0.25,0.26,right,0.54,0.22,-0.3,0.2,0.3,-0.2,37,7,2.5,,,,,right,1,0.1271699999924749,None,,,,,,,,,,,,,0,26,26,26,,,,,24.207643542031292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.198868250008672,24.207643542031292,24.337738500034902,right,1,0.1271699999924749,None,24.33783591701649,24.63052033400163,16,0.10182412203478937,0.08422324714902711,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-02_20h58.59.113,4_calibr_sum,,2025.1.1,None,2026-02-02 20h59.12.557721 +0400,
,27,27,0,,,,0.16,0.15,left,0.17,0.7,-0.3,-0.22,0.3,0.18,6,47,2.5,,,,,right,0,0.10820245801005512,None,,,,,,,,,,,,,0,27,27,27,,,,,24.64013395900838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.631353500008117,24.64013395900838,24.754597417020705,right,0,0.10820245801005512,None,24.75663220899878,25.062960334005766,16,0.10205191974819172,0.08271405670144319,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-02_20h58.59.113,4_calibr_sum,,2025.1.1,None,2026-02-02 20h59.12.557721 +0400,
,28,28,0,,,,0.12,0.13,right,0.45,0.85,-0.2,0.0,0.2,0.2,5,10,1.0,,,,,right,1,0.07849087496288121,None,,,,,,,,,,,,,0,28,28,28,,,,,25.075033667031676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.064163667033426,25.075033667031676,25.164372125000227,right,1,0.07849087496288121,None,25.16611487499904,25.463334291998763,17,0.1012394699280086,0.08138906255270674,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-02_20h58.59.113,4_calibr_sum,,2025.1.1,None,2026-02-02 20h59.12.557721 +0400,
,29,29,0,,,,0.23,0.17,right,0.52,0.2,-0.3,-0.22,0.3,0.18,36,10,1.0,,,,,right,1,0.1419973750016652,None,,,,,,,,,,,,,0,29,29,29,,,,,25.471876416995656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.464446250000037,25.471876416995656,25.625611792027485,right,1,0.1419973750016652,None,25.625707208993845,25.92042483401019,18,0.10259806676379715,0.08035484612188834,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-02_20h58.59.113,4_calibr_sum,,2025.1.1,None,2026-02-02 20h59.12.557721 +0400,
,30,30,0,,,,0.17,0.18,left,0.3,0.18,-0.3,-0.2,0.3,0.2,5,45,1.5,,,,,right,0,0.09315566602163017,None,,,,,,,,,,,,,0,30,30,30,,,,,25.930641625018325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.921705916989595,25.930641625018325,26.025286833988503,right,0,0.09315566602163017,None,26.027277042041533,26.32195395900635,18,0.10229347319146918,0.07906577941210906,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-02_20h58.59.113,4_calibr_sum,,2025.1.1,None,2026-02-02 20h59.12.557721 +0400,
,31,31,0,,,,0.13,0.14,right,0.46,0.25,-0.2,0.2,0.2,-0.2,10,25,0.6,,,,,right,1,0.13963770802365616,None,,,,,,,,,,,,,0,31,31,31,,,,,26.345263833994977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.322776834014803,26.345263833994977,26.487924042041413,right,1,0.13963770802365616,None,26.48961975000566,26.78741854202235,19,0.10346048052997503,0.07809135927202399,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-02_20h58.59.113,4_calibr_sum,,2025.1.1,None,2026-02-02 20h59.12.557721 +0400,
,32,32,0,,,,0.19,0.2,left,0.5,0.2,-0.3,-0.2,0.3,0.2,30,15,1.5,,,,,right,0,0.10753941698931158,None,,,,,,,,,,,,,0,32,32,32,,,,,26.812479624990374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.78858733404195,26.812479624990374,26.923456542019267,right,0,0.10753941698931158,None,26.925444499996956,27.218953959003557,19,0.10358408466510644,0.07690223351047752,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-02_20h58.59.113,4_calibr_sum,,2025.1.1,None,2026-02-02 20h59.12.557721 +0400,
,33,33,0,,,,0.2,0.21,left,0.15,0.6,-0.3,0.21,0.3,0.18,6,47,1.0,,,,,right,0,0.12858566700015217,None,,,,,,,,,,,,,0,33,33,33,,,,,27.229520666995086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.22014908399433,27.229520666995086,27.364132334012538,right,0,0.12858566700015217,None,27.364227334037423,27.662523917038925,19,0.10431942532201954,0.0758805486512651,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-02_20h58.59.113,4_calibr_sum,,2025.1.1,None,2026-02-02 20h59.12.557721 +0400,
,34,34,0,,,,0.19,0.2,right,0.52,0.2,-0.2,0.2,0.2,-0.2,36,10,1.5,,,,,right,1,0.1464170420076698,None,,,,,,,,,,,,,0,34,34,34,,,,,27.671110083989333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.663325375004206,27.671110083989333,27.82105758402031,right,1,0.1464170420076698,None,27.822761458985042,28.121544416993856,20,0.10552221437018099,0.07511681100436403,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-02_20h58.59.113,4_calibr_sum,,2025.1.1,None,2026-02-02 20h59.12.557721 +0400,
,35,35,0,,,,0.24,0.23,left,0.7,0.16,-0.18,0.2,0.18,-0.2,6,47,1.5,,,,,right,0,0.12222083302913234,None,,,,,,,,,,,,,0,35,35,35,,,,,28.13404862501193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.122864334029146,28.13404862501193,28.266295167035423,right,0,0.12222083302913234,None,28.268285166996066,28.56657362502301,20,0.10598606488848519,0.07411699339248207,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-02_20h58.59.113,4_calibr_sum,,2025.1.1,None,2026-02-02 20h59.12.557721 +0400,
,36,36,0,,,,0.25,0.24,left,0.8,0.17,-0.18,-0.2,0.18,0.2,25,4,0.6,,,,,right,0,0.11659783299546689,None,,,,,,,,,,,,,0,36,36,36,,,,,28.57891845901031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.567759833997115,28.57891845901031,28.69835637504002,right,0,0.11659783299546689,None,28.69846058404073,28.996418041992,20,0.10627286943191713,0.07312880152512354,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-02_20h58.59.113,4_calibr_sum,,2025.1.1,None,2026-02-02 20h59.12.557721 +0400,
,37,37,0,,,,0.26,0.25,left,0.25,0.25,-0.18,0.21,0.18,0.18,3,45,2.5,,,,,right,0,0.10112920799292624,None,,,,,,,,,,,,,0,37,37,37,,,,,29.00603166699875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.99705633398844,29.00603166699875,29.110693417023867,right,0,0.10112920799292624,None,29.110891334014013,29.402606417017523,20,0.10613750992036473,0.07216486254477399,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-02_20h58.59.113,4_calibr_sum,,2025.1.1,None,2026-02-02 20h59.12.557721 +0400,
,38,38,0,,,,0.27,0.26,left,0.52,0.2,-0.18,0.15,0.18,-0.18,20,4,1.0,,,,,right,0,0.12690033396938816,None,,,,,,,,,,,,,0,38,38,38,,,,,29.41321962501388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.403231125033926,29.41321962501388,29.54685124999378,right,0,0.12690033396938816,None,29.546940417028964,29.83941945899278,20,0.10666989002418585,0.0713092222287859,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-02_20h58.59.113,4_calibr_sum,,2025.1.1,None,2026-02-02 20h59.12.557721 +0400,
,39,39,0,,,,0.23,0.22,left,0.6,0.15,-0.18,-0.2,0.18,0.2,30,15,1.5,,,,,right,0,0.1168874169816263,None,,,,,,,,,,,,,0,39,39,39,,,,,29.851678625040222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.840772750030737,29.851678625040222,29.97327395901084,right,0,0.1168874169816263,None,29.973371542000677,30.28000933403382,20,0.10692532819812187,0.07043028285666585,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-02_20h58.59.113,4_calibr_sum,,2025.1.1,None,2026-02-02 20h59.12.557721 +0400,
,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Это было сложно?,1,3.933950041013304,"[(np.int64(1), 3.933950041013304)]",,,,,,,,,,,,,0,0,0,0,30.307234834006522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.293053333996795,30.307234834006522,30.307234834006522,34.23284512502141,1,3.933950041013304,"[(np.int64(1), 3.933950041013304)]",,,,,,,,,,,,,,,,,,,,2026-02-02_20h58.59.113,4_calibr_sum,,2025.1.1,None,2026-02-02 20h59.12.557721 +0400,
,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,Вы могли контролировать ситуацию?,2.015356820234869,0.9991579999914393,"[(np.float64(2.015356820234869), 0.9991579999914393)]",,,,,,,,,,,,,0,1,1,1,34.2450777090271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.23555408400716,34.2450777090271,34.2450777090271,35.24145787500311,2.015356820234869,0.9991579999914393,"[(np.float64(2.015356820234869), 0.9991579999914393)]",,,,,,,,,,,,,,,,,,,,2026-02-02_20h58.59.113,4_calibr_sum,,2025.1.1,None,2026-02-02 20h59.12.557721 +0400,
,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,Насколько результат зависел от Вас?,3.012646793134598,0.9140162089606747,"[(np.float64(3.012646793134598), 0.9140162089606747)]",,,,,,,,,,,,,0,2,2,2,35.25349329202436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.24535562499659,35.25349329202436,35.25349329202436,36.16578295902582,3.012646793134598,0.9140162089606747,"[(np.float64(3.012646793134598), 0.9140162089606747)]",,,,,,,,,,,,,,,,,,,,2026-02-02_20h58.59.113,4_calibr_sum,,2025.1.1,None,2026-02-02 20h59.12.557721 +0400,
,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,Насколько успешно получалось сравнивать квадраты?,4.024390243902439,0.6526060409960337,"[(np.float64(4.024390243902439), 0.6526060409960337)]",,,,,,,,,,,,,0,3,3,3,36.17812004202278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.16849424998509,36.17812004202278,36.17812004202278,36.82722204201855,4.024390243902439,0.6526060409960337,"[(np.float64(4.024390243902439), 0.6526060409960337)]",,,,,,,,,,,,,,,,,,,,2026-02-02_20h58.59.113,4_calibr_sum,,2025.1.1,None,2026-02-02 20h59.12.557721 +0400,
,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,Вы довольны результатом?,9,2.067616874992382,"[(np.int64(9), 2.067616874992382)]",,,,,,,,,,,,,0,4,4,4,36.83622854202986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.829000458994415,36.83622854202986,36.83622854202986,38.90164825000102,9,2.067616874992382,"[(np.int64(9), 2.067616874992382)]",,,,,,,,,,,,,,,,,,,,2026-02-02_20h58.59.113,4_calibr_sum,,2025.1.1,None,2026-02-02 20h59.12.557721 +0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.90441883401945,38.910067458986305,38.910067458986305,40.2124378340086,40.2124378340086,40.19762533402536,None,,,,,,,,,,,,,2026-02-02_20h58.59.113,4_calibr_sum,,2025.1.1,None,2026-02-02 20h59.12.557721 +0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.19828975002747,40.2124378340086,40.2124378340086,43.88155445898883,"яап
  ",,,,,,,,2026-02-02_20h58.59.113,4_calibr_sum,,2025.1.1,None,2026-02-02 20h59.12.557721 +0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.88161212502746,43.892469292040914,44.88822720904136,44.88080083404202,,,,2026-02-02_20h58.59.113,4_calibr_sum,,2025.1.1,None,2026-02-02 20h59.12.557721 +0400,
