thisRow.t,notes,Get_points.started,text_6.started,textbox.started,name,gender,ag,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.026159291970543563,0.037548833002801985,0.037548833002801985,,,,,,,,,,
