Text,thisN,thisTrialN,thisRepN,BJW_slider.response,BJW_slider.rt,BJW_slider.history,w1,w2,corr_answ,op1,op2,xPos1,yPos1,xPos2,yPos2,or1,or2,time,resp_tren.keys,resp_tren.corr,resp_tren.rt,resp_tren.duration,BJW_trials.thisRepN,BJW_trials.thisTrialN,BJW_trials.thisN,BJW_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,loop_L.thisRepN,loop_L.thisTrialN,loop_L.thisN,loop_L.thisIndex,resp.keys,resp.corr,thisRow.t,notes,Main_instr.started,main_instr_text.started,main_instr_key.started,Main_instr.stopped,main_instr_key.keys,main_instr_key.rt,main_instr_key.duration,instr_BJW.started,BJW_inst_text.started,BJW_key_resp.started,instr_BJW.stopped,BJW_key_resp.keys,BJW_key_resp.rt,BJW_key_resp.duration,BJW.started,BJW_text.started,BJW.stopped,BJW_trials.BJW_slider.response,BJW_trials.BJW_slider.rt,BJW_trials.BJW_slider.history,instr.started,instr.stopped,resp_instr.keys,resp_instr.rt,resp_instr.duration,instr_2.started,text_3.started,key_resp.started,instr_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,tren.started,pol_1.started,pol_2.started,text_tren.started,tren.stopped,trials.resp_tren.keys,trials.resp_tren.corr,trials.resp_tren.rt,trials.resp_tren.duration,fb_tren.started,text_fb_tren.started,fb_tren.stopped,text_fb_tren.stopped,instr3.started,instr3.stopped,reesp_instr.keys,reesp_instr.rt,reesp_instr.duration,task_L.started,resp.started,resp.stopped,task_L.stopped,loop_L.resp.keys,loop_L.resp.corr,fb_task.started,fb_task.stopped,name,gender,ag,date,expName,expVersion,psychopyVersion,frameRate,expStart,
"Я убежден, что, если человек пережил несправедливость, в будущем это возместится.",10,10,0,1.0,0.6540745839593001,"[(1.0, 0.6540745839593001)]",,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,9.65769670798909,,,,,,,,,,,,,,,,9.64894862496294,9.65769670798909,10.307848541997373,1.0,0.6540745839593001,"[(1.0, 0.6540745839593001)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h31.44.008,4_calibr_sum,,2025.1.1,121.61923901321178,2025-12-30 18h32.01.364850 +0400,
"Я твердо уверен, что несправедливость в самых разных жизненных ситуациях (в семье, учебе и т. д.) – скорее исключение, чем правило.",11,11,0,2.0,0.5671270409948193,"[(2.0, 0.5671270409948193)]",,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,10.318932499969378,,,,,,,,,,,,,,,,10.310913374996744,10.318932499969378,10.884575291944202,2.0,0.5671270409948193,"[(2.0, 0.5671270409948193)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h31.44.008,4_calibr_sum,,2025.1.1,121.61923901321178,2025-12-30 18h32.01.364850 +0400,
"Я думаю, что все, кто принимает важные решения, стремятся быть справедливыми.",12,12,0,4.0,0.75455279200105,"[(4.0, 0.75455279200105)]",,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,10.893772582989186,,,,,,,,,,,,,,,,10.886510957963765,10.893772582989186,11.652710124966688,4.0,0.75455279200105,"[(4.0, 0.75455279200105)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h31.44.008,4_calibr_sum,,2025.1.1,121.61923901321178,2025-12-30 18h32.01.364850 +0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.652810249943286,12.963047041965183,space,1.3012914580176584,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h31.44.008,4_calibr_sum,,2025.1.1,121.61923901321178,2025-12-30 18h32.01.364850 +0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.963095457991585,12.974791749962606,12.974791749962606,16.955849624995608,space,3.960145667020697,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h31.44.008,4_calibr_sum,,2025.1.1,121.61923901321178,2025-12-30 18h32.01.364850 +0400,
,0,0,0,,,,0.22,0.23,right,0.15,0.5,-0.2,0.15,0.2,-0.18,45,3,1.5,right,1,1.279803334036842,None,,,,,0,0,0,4,,,,,,,16.989260666945484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9715617079637,16.989260666945484,16.989260666945484,16.989260666945484,18.25941466697259,right,1,1.279803334036842,None,18.263748749974184,18.305964457977097,18.768461207975633,,,,,,,,,,,,,,,,,,2025-12-30_18h31.44.008,4_calibr_sum,,2025.1.1,121.61923901321178,2025-12-30 18h32.01.364850 +0400,
,1,1,0,,,,0.17,0.16,left,0.3,0.18,-0.3,-0.2,0.3,0.2,5,45,1.0,right,0,0.24018933303887025,None,,,,,0,1,1,2,,,,,,,18.77950799994869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.76908345799893,18.77950799994869,18.77950799994869,18.77950799994869,19.011768499971367,right,0,0.24018933303887025,None,19.01461454195669,19.024213457945734,19.509423291950952,19.52086191700073,,,,,,,,,,,,,,,,,2025-12-30_18h31.44.008,4_calibr_sum,,2025.1.1,121.61923901321178,2025-12-30 18h32.01.364850 +0400,
,2,2,0,,,,0.28,0.27,left,0.13,0.85,-0.18,-0.22,0.18,0.18,5,45,1.5,right,0,2.0880106249824166,None,,,,,0,2,2,5,,,,,,,19.52086191700073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5105313329841,19.52086191700073,19.52086191700073,19.52086191700073,21.619909332948737,right,0,2.0880106249824166,None,21.620066291943658,21.628419791988563,22.112069625000004,22.12247770797694,,,,,,,,,,,,,,,,,2025-12-30_18h31.44.008,4_calibr_sum,,2025.1.1,121.61923901321178,2025-12-30 18h32.01.364850 +0400,
,3,3,0,,,,0.21,0.22,right,0.54,0.22,-0.2,0.21,0.2,0.18,37,7,1.5,right,1,8.519456707988866,None,,,,,0,3,3,3,,,,,,,22.12247770797694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.112592082994524,22.12247770797694,22.12247770797694,22.12247770797694,30.64713470794959,right,1,8.519456707988866,None,30.64988570800051,30.658614874992054,31.14404566696612,31.154384416993707,,,,,,,,,,,,,,,,,2025-12-30_18h31.44.008,4_calibr_sum,,2025.1.1,121.61923901321178,2025-12-30 18h32.01.364850 +0400,
,4,4,0,,,,0.22,0.21,left,0.17,0.8,-0.18,-0.22,0.18,0.18,45,5,1.0,right,0,0.9492694159853272,None,,,,,0,4,4,0,,,,,,,31.154384416993707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.144708832958713,31.154384416993707,31.154384416993707,31.154384416993707,32.11577579198638,right,0,0.9492694159853272,None,32.117761832952965,32.12466783297714,32.611707207979634,32.62254245794611,,,,,,,,,,,,,,,,,2025-12-30_18h31.44.008,4_calibr_sum,,2025.1.1,121.61923901321178,2025-12-30 18h32.01.364850 +0400,
,5,5,0,,,,0.16,0.15,left,0.17,0.7,-0.3,-0.22,0.3,0.18,6,47,1.0,right,0,0.3898634579963982,None,,,,,0,5,5,1,,,,,,,32.62254245794611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.61294383299537,32.62254245794611,32.62254245794611,32.62254245794611,33.022084791969974,right,0,0.3898634579963982,None,33.02214933297364,33.0304147079587,33.52026566694258,33.5304252919741,,,,,,,,,,,,,,,,,2025-12-30_18h31.44.008,4_calibr_sum,,2025.1.1,121.61923901321178,2025-12-30 18h32.01.364850 +0400,
,6,6,0,,,,0.24,0.25,right,0.13,0.85,-0.3,-0.2,0.3,0.2,0,45,1.5,right,1,3.3284103330224752,None,,,,,0,6,6,6,,,,,,,33.5304252919741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.521319291961845,33.5304252919741,33.5304252919741,33.5304252919741,36.85357724997448,right,1,3.3284103330224752,None,36.856203499948606,36.864596666942816,37.35310154198669,37.3618452079827,,,,,,,,,,,,,,,,,2025-12-30_18h31.44.008,4_calibr_sum,,2025.1.1,121.61923901321178,2025-12-30 18h32.01.364850 +0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.35332295799162,47.67343533295207,space,10.316833041026257,None,,,,,,,,,,,,2025-12-30_18h31.44.008,4_calibr_sum,,2025.1.1,121.61923901321178,2025-12-30 18h32.01.364850 +0400,
,0,0,0,,,,0.16,0.17,right,0.49,0.78,-0.2,0.15,0.2,-0.18,30,5,1.0,,,,,,,,,,,,,0,0,0,17,,,47.70719987497432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.69471462495858,47.70719987497432,48.709703791944776,48.69830241694581,None,0,48.70207570795901,48.99528583296342,,,,,,,,,,
