Text,thisN,thisTrialN,thisRepN,BJW_slider.response,BJW_slider.rt,BJW_slider.history,w1,w2,corr_answ,op1,op2,xPos1,yPos1,xPos2,yPos2,or1,or2,time,resp_tren.keys,resp_tren.corr,resp_tren.rt,resp_tren.duration,BJW_trials.thisRepN,BJW_trials.thisTrialN,BJW_trials.thisN,BJW_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,loop_L.thisRepN,loop_L.thisTrialN,loop_L.thisN,loop_L.thisIndex,resp.keys,resp.corr,thisRow.t,notes,Main_instr.started,main_instr_text.started,main_instr_key.started,Main_instr.stopped,main_instr_key.keys,main_instr_key.rt,main_instr_key.duration,instr_BJW.started,BJW_inst_text.started,BJW_key_resp.started,instr_BJW.stopped,BJW_key_resp.keys,BJW_key_resp.rt,BJW_key_resp.duration,BJW.started,BJW_text.started,BJW.stopped,BJW_trials.BJW_slider.response,BJW_trials.BJW_slider.rt,BJW_trials.BJW_slider.history,instr.started,instr.stopped,resp_instr.keys,resp_instr.rt,resp_instr.duration,instr_2.started,text_3.started,key_resp.started,instr_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,tren.started,pol_1.started,pol_2.started,text_tren.started,tren.stopped,trials.resp_tren.keys,trials.resp_tren.corr,trials.resp_tren.rt,trials.resp_tren.duration,fb_tren.started,text_fb_tren.started,fb_tren.stopped,text_fb_tren.stopped,instr3.started,instr3.stopped,reesp_instr.keys,reesp_instr.rt,reesp_instr.duration,task_L.started,resp.started,resp.stopped,task_L.stopped,loop_L.resp.keys,loop_L.resp.corr,fb_task.started,fb_task.stopped,name,gender,ag,date,expName,expVersion,psychopyVersion,frameRate,expStart,
"Я думаю, что все, кто принимает важные решения, стремятся быть справедливыми.",12,12,0,3.0,0.12733074999414384,"[(3.0, 0.12733074999414384)]",,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,4.071359040972311,,,,,,,,,,,,,,,,4.062178583000787,4.071359040972311,4.196282540971879,3.0,0.12733074999414384,"[(3.0, 0.12733074999414384)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h47.28.543,4_calibr_sum,,2025.1.1,121.55351424944278,2025-12-30 18h47.35.462683 +0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.19636687496677,5.5137517909752205,space,1.3058766669710167,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h47.28.543,4_calibr_sum,,2025.1.1,121.55351424944278,2025-12-30 18h47.35.462683 +0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.513842832995579,5.528198249987327,5.528198249987327,7.872251374996267,space,2.3364601249923,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h47.28.543,4_calibr_sum,,2025.1.1,121.55351424944278,2025-12-30 18h47.35.462683 +0400,
,0,0,0,,,,0.22,0.21,left,0.17,0.8,-0.18,-0.22,0.18,0.18,45,5,1.0,right,0,2.26388845796464,None,,,,,0,0,0,0,,,,,,,7.900502707983833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.884550665970892,7.900502707983833,7.900502707983833,7.900502707983833,10.15371762495488,right,0,2.26388845796464,None,10.156867832993157,10.197445207973942,10.660918915993534,,,,,,,,,,,,,,,,,,2025-12-30_18h47.28.543,4_calibr_sum,,2025.1.1,121.55351424944278,2025-12-30 18h47.35.462683 +0400,
,1,1,0,,,,0.16,0.15,left,0.17,0.7,-0.3,-0.22,0.3,0.18,6,47,1.0,right,0,0.24543745897244662,None,,,,,0,1,1,1,,,,,,,10.675835290981922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.662944874959067,10.675835290981922,10.675835290981922,10.675835290981922,10.929206540982705,right,0,0.24543745897244662,None,10.92934220796451,10.944002665986773,11.427884749951772,11.43755529099144,,,,,,,,,,,,,,,,,2025-12-30_18h47.28.543,4_calibr_sum,,2025.1.1,121.55351424944278,2025-12-30 18h47.35.462683 +0400,
,2,2,0,,,,0.21,0.22,right,0.54,0.22,-0.2,0.21,0.2,0.18,37,7,1.5,right,1,0.11079674999928102,None,,,,,0,2,2,3,,,,,,,11.43755529099144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.42847104097018,11.43755529099144,11.43755529099144,11.43755529099144,11.54387879098067,right,1,0.11079674999928102,None,11.54677829099819,11.555097207950894,12.044209124986082,12.053655832947697,,,,,,,,,,,,,,,,,2025-12-30_18h47.28.543,4_calibr_sum,,2025.1.1,121.55351424944278,2025-12-30 18h47.35.462683 +0400,
,3,3,0,,,,0.24,0.25,right,0.13,0.85,-0.3,-0.2,0.3,0.2,0,45,1.5,right,1,0.11552091699559242,None,,,,,0,3,3,6,,,,,,,12.053655832947697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.045437790977303,12.053655832947697,12.053655832947697,12.053655832947697,12.169008165947162,right,1,0.11552091699559242,None,12.169097790960222,12.178210874961223,12.669088957947679,12.693076582974754,,,,,,,,,,,,,,,,,2025-12-30_18h47.28.543,4_calibr_sum,,2025.1.1,121.55351424944278,2025-12-30 18h47.35.462683 +0400,
,4,4,0,,,,0.28,0.27,left,0.13,0.85,-0.18,-0.22,0.18,0.18,5,45,1.5,right,0,0.1098100000526756,None,,,,,0,4,4,5,,,,,,,12.693076582974754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.669964874978177,12.693076582974754,12.693076582974754,12.693076582974754,12.788499999966007,right,0,0.1098100000526756,None,12.79027145798318,12.799183874973096,13.285083165974356,13.309988749970216,,,,,,,,,,,,,,,,,2025-12-30_18h47.28.543,4_calibr_sum,,2025.1.1,121.55351424944278,2025-12-30 18h47.35.462683 +0400,
,5,5,0,,,,0.17,0.16,left,0.3,0.18,-0.3,-0.2,0.3,0.2,5,45,1.0,right,0,0.07777854101732373,None,,,,,0,5,5,2,,,,,,,13.309988749970216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.286209499987308,13.309988749970216,13.309988749970216,13.309988749970216,13.394594582961872,right,0,0.07777854101732373,None,13.39468887494877,13.402955665951595,13.89364383299835,13.904672499978915,,,,,,,,,,,,,,,,,2025-12-30_18h47.28.543,4_calibr_sum,,2025.1.1,121.55351424944278,2025-12-30 18h47.35.462683 +0400,
,6,6,0,,,,0.22,0.23,right,0.15,0.5,-0.2,0.15,0.2,-0.18,45,3,1.5,right,1,0.10388770804274827,None,,,,,0,6,6,4,,,,,,,13.904672499978915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.895007207989693,13.904672499978915,13.904672499978915,13.904672499978915,14.001864833000582,right,1,0.10388770804274827,None,14.004004290967714,14.01304066600278,14.50250620796578,14.512562457995955,,,,,,,,,,,,,,,,,2025-12-30_18h47.28.543,4_calibr_sum,,2025.1.1,121.55351424944278,2025-12-30 18h47.35.462683 +0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.502755291003268,16.803320249950048,space,2.29254041594686,None,,,,,,,,,,,,2025-12-30_18h47.28.543,4_calibr_sum,,2025.1.1,121.55351424944278,2025-12-30 18h47.35.462683 +0400,
,0,0,0,,,,0.15,0.16,right,0.48,0.15,-0.2,0.21,0.2,0.18,9,25,0.7,,,,,,,,,,,,,0,0,0,5,,,16.832453082955908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.821280832984485,16.832453082955908,17.52826233295491,17.51768941595219,None,0,17.52038562495727,17.816451957973186,,,,,,,,,,
